S/N,Original_Agency,Department,Original_Job_Title,Task_Line,AI_Integration_Probability_Percent,AI_Integration_Skill_Level,AI_Integration_Reasoning,Tool_1,Tool_2,Tool_3,Tool_1_Similarity,Tool_2_Similarity,Tool_3_Similarity,Tool_1_Desc,Tool_2_Desc,Tool_3_Desc,Subtask_1,Subtask_2,Subtask_3,LLM_Confidence_Score
13,Land Transport Authority,Others,"[LTA-PT] ASSISTANT MANAGER, BUS SERVICE CONTRACT MANAGEMENT","We are looking for someone with natural curiosity who actively seeks opportunities to streamline processes through automation and innovation, driving improvements in both efficiency and effectiveness.",70,High,"AI can be leveraged to identify inefficiencies and propose automation solutions, aligning with the goal of process improvement and innovation.",READ,AISAY,SENSE,0.426006928,0.424532418,0.385797269,An AI-powered solution that streamlines document handling and verification.,"An AI document reader that autonomously detects, extracts, and integrates information from various documents into systems.",An AI data assistant that enables non-technical users to analyse datasets easily.,Identify existing processes that can be optimized for efficiency and effectiveness.,Research and propose innovative solutions or automation opportunities to improve workflows.,Collaborate with stakeholders to implement and evaluate the impact of process improvements.,0.8
14,Land Transport Authority,"InfoComm, Technology, New Media Communications","[LTA-MDET] PRINCIPAL DEVELOPER, FULL STACK","At least 7 years of experience building full stack web applications, with a strong track record of building and shipping web-based applications.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
14,Land Transport Authority,"InfoComm, Technology, New Media Communications","[LTA-MDET] PRINCIPAL DEVELOPER, FULL STACK","Highly familiar with frontend and backend languages, including JavaScript, Python, HTML and associated UI libraries (e.g. Angular Material, Prime).",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
14,Land Transport Authority,"InfoComm, Technology, New Media Communications","[LTA-MDET] PRINCIPAL DEVELOPER, FULL STACK","Proficiency in frontend frameworks (e.g. Angular, Node.js), backend frameworks (e.g. Fast API, Django), and building an event-driven, web-services based architecture. Highly familiar with enterprise data flows (e.g., ESB, API GW, MQ, AWS Kafka).",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
14,Land Transport Authority,"InfoComm, Technology, New Media Communications","[LTA-MDET] PRINCIPAL DEVELOPER, FULL STACK","Experience in configuring and deploying to cloud platforms, including setting up instances, storage, and connectivity. Cloud certification (e.g. AWS Certified Associate and up) and experience working on Government Commercial Cloud is an advantage.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
14,Land Transport Authority,"InfoComm, Technology, New Media Communications","[LTA-MDET] PRINCIPAL DEVELOPER, FULL STACK","A strong command of Git workflows, as well as automated testing (e.g. Selenium, Playwright, or equivalent), is essential to succeed in the role.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
14,Land Transport Authority,"InfoComm, Technology, New Media Communications","[LTA-MDET] PRINCIPAL DEVELOPER, FULL STACK","Know-how to integrate AI tools (e.g. Copilot, Cursor) to accelerate development while ensuring compliance with organisational governance and controls.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
14,Land Transport Authority,"InfoComm, Technology, New Media Communications","[LTA-MDET] PRINCIPAL DEVELOPER, FULL STACK","Strong communication and collaboration skills, you proactively seek feedback, handle ambiguity, and get things done.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
14,Land Transport Authority,"InfoComm, Technology, New Media Communications","[LTA-MDET] PRINCIPAL DEVELOPER, FULL STACK","Comfortable in a startup-like setting, where roles flex and speed matters, and bring a proactive attitude and strong ownership mentality to the table.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
14,Land Transport Authority,"InfoComm, Technology, New Media Communications","[LTA-MDET] PRINCIPAL DEVELOPER, FULL STACK","Join a team of changemakers on a mission to redesign the motoring experience â€“ creating a future where transactions happen effortlessly, touchpoints are thoughtfully designed, and where every interaction in a delight.",0,NA,This is not a task,,,,,,,,,,,,,0.9
14,Land Transport Authority,"InfoComm, Technology, New Media Communications","[LTA-MDET] PRINCIPAL DEVELOPER, FULL STACK","You will be part of a team to reinvent the One Motoring platform, building new capabilities to enable real-time billing, personalised dashboards, and intuitive user flows.",0,NA,This is not a task,,,,,,,,,,,,,0.9
14,Land Transport Authority,"InfoComm, Technology, New Media Communications","[LTA-MDET] PRINCIPAL DEVELOPER, FULL STACK","As our Principal Developer, Full Stack, youâ€™ll work across the stack to build clean frontend components and robust backend systems.",30,Medium,"While AI can assist in generating code for frontend and backend components, human oversight is required for design, integration, and ensuring robustness.",MAESTRO,Optimal Government Rule Engine (OGRE),VICA,0.322828635,0.317980379,0.306966762,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,Transforms policy rules into business logic that powers technology systems.,An AI-driven platform for creating user-friendly chatbots for citizen services.,Design and develop user-friendly frontend components that align with project requirements and accessibility standards.,Implement and maintain backend systems to ensure data integrity and seamless integration with frontend components.,Collaborate with stakeholders to gather requirements and ensure alignment with organizational goals.,0.9
14,Land Transport Authority,"InfoComm, Technology, New Media Communications","[LTA-MDET] PRINCIPAL DEVELOPER, FULL STACK","Youâ€™ll be part of a tight-knit software team, where everyone contributes to design, delivery, and quality.",20,Medium,"AI can support collaboration through tools like code review automation and documentation generation, but human input is essential for team dynamics and decision-making.",READ,AIBots,Pinpoint,0.410061174,0.408130749,0.404393848,An AI-powered solution that streamlines document handling and verification.,A platform that allows users to quickly and easily create RAG-powered AI chatbots.,"A secure, AI-powered platform for storing, managing, and sharing images and videos efficiently.",Collaborate with team members to brainstorm and refine software design ideas.,Participate in the development and delivery of software solutions.,Conduct thorough testing and quality assurance to ensure software reliability.,0.9
14,Land Transport Authority,"InfoComm, Technology, New Media Communications","[LTA-MDET] PRINCIPAL DEVELOPER, FULL STACK","Youâ€™ll be involved in cloud deployment, coding, integration, and agile delivery, with plenty of room to grow and take ownership.",40,Medium,"AI can assist with cloud deployment automation and integration tasks, but human expertise is needed for agile delivery and ownership.",MAESTRO,SENSE,VICA,0.449185042,0.396661705,0.366741602,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI-driven platform for creating user-friendly chatbots for citizen services.,Participate in the deployment of cloud-based solutions to support public service operations.,Develop and integrate code to enhance system functionality and interoperability.,Collaborate in agile project delivery to ensure timely and efficient implementation of services.,0.9
14,Land Transport Authority,"InfoComm, Technology, New Media Communications","[LTA-MDET] PRINCIPAL DEVELOPER, FULL STACK","Deliver Full Stack Features: Design, build, and maintain both frontend and backend, writing well-structured, easily maintainable, and testable code across the stack, contributing to robust and production-ready systems.",50,Medium,"AI tools can help generate and test code, but human developers are required to ensure maintainability and production-readiness.",MAESTRO,AIBots,Oobee,0.361193797,0.350137271,0.336045342,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,A platform that allows users to quickly and easily create RAG-powered AI chatbots.,Automated accessibility testing tool.,"Design and implement user interfaces and experiences for the frontend, ensuring alignment with user needs and accessibility standards.","Develop and integrate backend functionalities, including APIs and database management, to support frontend operations.","Conduct testing and debugging across the stack to ensure code quality, maintainability, and system reliability.",0.9
